State,District,population,population_proper,Location,EnergySource,WaterConsumption,SGD %,AQI,AQI_Bucket,Waste Type,Disposal Method,Recycling Rate (%),Cost of Waste Management (₹/Ton)
Gujarat,Rajkot,5553336,5126472.106,Urban,Solar,411474177.7,67.5,336,Severe,Non-Biodegradable,Incineration,38.29736048,
Assam,Silchar,756668,482132.364,Rural,Solar,385402437.8,57.5,322,Moderate,E-Waste,Recycling,56.58470722,
Andaman and Nicobar Islands,Port Blair,8985010,7678668.839,Suburban,Mixed,178388777.5,77.4,219,Severe,Mixed,Recycling,41.2438278,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,8388584,6907119.965,Suburban,Wind,449623617,70.9,339,Good,E-Waste,Landfill,33.30513276,
Bihar,Gaya,6903994,4830314.352,Suburban,Wind,463685355.7,92,281,Moderate,Mixed,Recycling,66.23977431,
Himachal Pradesh,Mandi,119515,85511.07178,Suburban,Mixed,274312352.7,86.5,208,Severe,Mixed,Landfill,74.25165647,
Mizoram,Aizawl,3402647,2100673.689,Suburban,Wind,430368489.7,42.8,286,Moderate,Non-Biodegradable,Recycling,51.2190035,
Punjab,Patiala,2560427,1932929.108,Rural,Mixed,165238258.4,64.3,205,Satisfactory,Biodegradable,Incineration,57.78396969,
Maharashtra,Mumbai,2079549,1270175.714,Rural,Solar,499230195.3,48.7,63,Poor,E-Waste,Landfill,45.66566752,
Andaman and Nicobar Islands,Port Blair,195397,165134.2226,Suburban,Solar,430646679.3,65.5,322,Severe,Non-Biodegradable,Landfill,40.77877104,
Madhya Pradesh,Gwalior,2353469,1605726.601,Rural,Hydro,79208625.86,47.2,199,Moderate,Mixed,Recycling,16.21207339,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,429516,289668.7001,Suburban,Solar,103055153.9,41.2,202,Good,Mixed,Landfill,12.89963447,
Mizoram,Lunglei,5272561,4570893.835,Urban,Hydro,20209976.88,73.2,175,Moderate,Biodegradable,Landfill,28.35646133,
Bihar,Patna,1185307,816727.5937,Urban,Thermal,487950715.3,72.1,334,Poor,Non-Biodegradable,Incineration,30.70931183,
Punjab,Amritsar,5617953,4607661.554,Rural,Wind,1965394.67,64.5,150,Very Poor,E-Waste,Composting,89.89392949,
Karnataka,Bengaluru,9774424,6516798.451,Suburban,Thermal,45048541.84,53.1,342,Poor,E-Waste,Recycling,63.82495639,
Sikkim,Gangtok,8712663,7069674.209,Urban,Wind,449088065.4,60.4,356,Poor,Mixed,Composting,65.90724614,
Haryana,Faridabad,745849,701063.8768,Suburban,Hydro,146932629.9,60.3,267,Moderate,Biodegradable,Landfill,76.16668862,
West Bengal,Kolkata,8660806,6456892.348,Rural,Mixed,27341208.84,41.3,350,Severe,E-Waste,Landfill,77.4308262,
Chandigarh,Chandigarh,2518764,1578987.411,Rural,Thermal,360928006.1,55.5,83,Good,Non-Biodegradable,Composting,59.13304001,
Ladakh,Kargil,4101054,3004253.224,Rural,Mixed,75034199.04,74.3,309,Moderate,Non-Biodegradable,Landfill,47.49254565,
Ladakh,Leh,5434466,4231437.127,Rural,Wind,476970481.8,53,122,Poor,Biodegradable,Landfill,70.77423006,
Dadra and Nagar Haveli and Daman and Diu,Diu,9512187,7896814.207,Urban,Mixed,98169055.83,54.9,129,Poor,Non-Biodegradable,Landfill,13.11625089,
Uttarakhand,Dehradun,4408080,4119712.859,Urban,Mixed,271013106.2,71.3,327,Satisfactory,E-Waste,Composting,87.25211198,
Punjab,Amritsar,3660701,2277265.845,Rural,Hydro,408679955.8,43.5,103,Poor,Mixed,Recycling,84.79044466,
Ladakh,Kargil,9739955,7713582.176,Suburban,Thermal,105836985.7,70.8,188,Good,E-Waste,Recycling,54.49464133,
Tripura,Udaipur,7321609,4576742.77,Urban,Thermal,289877857.7,49.1,334,Satisfactory,Non-Biodegradable,Recycling,44.55216867,
Odisha,Bhubaneswar,7398558,4571694.54,Suburban,Thermal,481602829.9,47.5,97,Very Poor,Mixed,Incineration,86.72392994,
Rajasthan,Jodhpur,802853,590842.1457,Rural,Thermal,123673690.4,53.6,335,Very Poor,Mixed,Landfill,10.05741202,
Ladakh,Kargil,2309831,1675804.222,Suburban,Hydro,196052378.2,52.4,336,Poor,E-Waste,Incineration,29.87519682,
Assam,Silchar,9903783,6827021.532,Suburban,Thermal,99989512.06,55.7,306,Severe,Non-Biodegradable,Composting,26.09134435,
Maharashtra,Mumbai,1858716,1280699.298,Rural,Hydro,387909378.9,89.7,84,Satisfactory,E-Waste,Recycling,27.85171522,
Manipur,Churachandpur,955918,829600.2051,Rural,Mixed,207945376.7,55,362,Moderate,Non-Biodegradable,Composting,37.60541242,
Ladakh,Kargil,5522513,3771578.626,Suburban,Hydro,150596601.8,65.5,264,Very Poor,Biodegradable,Composting,32.73717821,
Sikkim,Gangtok,7027111,4745910.246,Suburban,Thermal,417034215.5,81.2,124,Satisfactory,Biodegradable,Composting,43.37418887,
Andhra Pradesh,Visakhapatnam,6779145,6180415.498,Urban,Wind,107357599.5,75.6,300,Severe,Mixed,Composting,55.9700849,
Delhi,New Delhi,328846,230332.0613,Rural,Thermal,118195491.7,62,361,Very Poor,Non-Biodegradable,Landfill,10.96293311,
Puducherry,Puducherry,5414780,4865202.765,Urban,Thermal,24826447.67,48.2,331,Very Poor,E-Waste,Landfill,70.83906519,
Punjab,Amritsar,9554217,6255688.464,Suburban,Thermal,106436864.2,74.8,59,Moderate,Biodegradable,Incineration,53.27567,
Jammu and Kashmir,Jammu,1077821,974047.2682,Rural,Solar,189490689.7,43.8,332,Moderate,Biodegradable,Incineration,47.09094927,
Kerala,Kozhikode,7891478,6455961.075,Urban,Solar,265008976.7,73.6,316,Moderate,Mixed,Composting,47.95502888,
Meghalaya,Tura,572754,455894.4378,Suburban,Thermal,323146868.1,60.2,355,Moderate,Biodegradable,Landfill,44.72808139,
Haryana,Gurugram,3033669,2154055.884,Suburban,Thermal,400748506.3,72.9,90,Good,Biodegradable,Composting,49.54230006,
Maharashtra,Mumbai,2238450,2126085.879,Rural,Wind,480502372.9,41.4,279,Good,Biodegradable,Incineration,13.33865964,
Nagaland,Dimapur,3933418,2494721.924,Suburban,Hydro,57451391.38,79.5,266,Very Poor,Non-Biodegradable,Landfill,74.51772348,
Chandigarh,Chandigarh,4391566,3865662.924,Suburban,Thermal,167215794.6,72.5,282,Good,Mixed,Incineration,72.44597279,
Ladakh,Leh,4953295,3093153.055,Suburban,Wind,189176814.8,76.6,60,Good,Non-Biodegradable,Recycling,59.71621275,
Lakshadweep,Kavaratti,1251863,911956.4563,Urban,Solar,108549205.1,68.5,93,Good,Mixed,Recycling,12.44646794,
Lakshadweep,Kavaratti,2733051,2198451.406,Suburban,Hydro,486003761.5,68.5,307,Poor,E-Waste,Incineration,19.71787931,
Gujarat,Rajkot,5076828,3851680.602,Urban,Hydro,178264760,50.6,186,Severe,Mixed,Incineration,66.99771378,
Goa,North Goa,3617836,3198956.587,Rural,Mixed,185526104.2,46.7,220,Poor,Biodegradable,Incineration,14.02159529,
Goa,North Goa,8895467,7897012.413,Suburban,Wind,98007761.12,67.2,97,Moderate,Biodegradable,Recycling,46.31958442,
Sikkim,Gangtok,5899661,4678026.247,Suburban,Hydro,468785688.4,60.9,207,Satisfactory,Mixed,Recycling,16.21233522,
Haryana,Gurugram,3779842,2409963.827,Suburban,Solar,460912768.1,52.7,358,Satisfactory,E-Waste,Composting,88.58804267,
Manipur,Imphal,9949347,9214819.533,Suburban,Solar,340894883.7,79.1,53,Very Poor,Mixed,Recycling,86.9534126,
Uttar Pradesh,Kanpur,1952972,1205906.279,Rural,Mixed,255040894,71.5,361,Severe,E-Waste,Composting,70.16557093,
Assam,Dibrugarh,8823281,7281894.325,Suburban,Wind,194644201.8,56.7,56,Moderate,Non-Biodegradable,Recycling,20.3440604,
Jharkhand,Jamshedpur,8568407,5433469.814,Suburban,Mixed,345703243.4,74.6,282,Satisfactory,Biodegradable,Landfill,83.41898493,
Assam,Guwahati,9657983,8684384.239,Rural,Solar,128181361.7,77,133,Good,Non-Biodegradable,Composting,48.84523899,
Chandigarh,Chandigarh,5091657,4108388.22,Suburban,Solar,180281379.5,49.5,56,Satisfactory,Mixed,Incineration,66.56922399,
Sikkim,Gangtok,3429356,3147154.638,Suburban,Wind,431450558.9,65.4,367,Satisfactory,Mixed,Landfill,16.23725143,
Assam,Guwahati,2570982,2265088.051,Suburban,Wind,388001943.7,61.4,377,Moderate,Mixed,Incineration,77.40698083,
Andhra Pradesh,Guntur,4419834,4079626.327,Suburban,Hydro,332704987.3,69.4,331,Satisfactory,Non-Biodegradable,Recycling,75.13410934,
Ladakh,Kargil,7729786,4870781.285,Suburban,Solar,260600276.3,63.5,227,Good,E-Waste,Incineration,64.42026625,
Odisha,Cuttack,6987893,4378871.643,Urban,Mixed,175103079.2,73.6,151,Satisfactory,E-Waste,Composting,19.21050217,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,6948962,4960097.41,Urban,Solar,323785652.2,46.1,116,Moderate,E-Waste,Composting,54.51294892,
Lakshadweep,Kavaratti,4377529,2765232.867,Suburban,Hydro,382312500.4,79.5,353,Moderate,E-Waste,Composting,78.26365327,
Delhi,New Delhi,9908190,8376251.722,Rural,Mixed,176307263.2,72.5,363,Severe,Mixed,Recycling,18.41330243,
Telangana,Warangal,9790724,6536878.382,Rural,Thermal,57077743.25,54.3,72,Very Poor,Biodegradable,Landfill,60.17241339,
Kerala,Kozhikode,7094665,4732098.666,Urban,Hydro,117767354.2,84.6,329,Good,E-Waste,Composting,38.03392684,
Madhya Pradesh,Gwalior,3613641,2774594.934,Rural,Wind,413779248.1,60.9,184,Severe,Non-Biodegradable,Landfill,22.42801443,
Meghalaya,Shillong,6770991,4846975.659,Urban,Solar,208956909.5,76.4,104,Poor,Non-Biodegradable,Landfill,79.59209843,
Meghalaya,Tura,9747155,8044873.038,Suburban,Thermal,237887455.4,41.1,185,Good,E-Waste,Landfill,44.31546019,
Punjab,Patiala,5974180,3682766.244,Rural,Hydro,387445066.7,67.1,377,Satisfactory,E-Waste,Landfill,51.05666631,
Uttarakhand,Dehradun,7256647,4947082.559,Suburban,Mixed,198630648.7,58.2,160,Poor,Biodegradable,Incineration,38.14744592,
Madhya Pradesh,Bhopal,4213554,2635647.295,Rural,Hydro,86594605.64,82.3,48,Good,Non-Biodegradable,Recycling,14.0867416,
Bihar,Gaya,5250007,4676705.129,Suburban,Thermal,294656098.7,94.6,307,Poor,Mixed,Recycling,11.25796298,
Jammu and Kashmir,Srinagar,1718911,1273389.726,Rural,Mixed,96129760.66,51.2,213,Poor,Non-Biodegradable,Composting,47.52278442,
Lakshadweep,Kavaratti,4111850,3853827.048,Urban,Thermal,199045900.2,77.6,102,Moderate,Non-Biodegradable,Composting,54.20019545,
Mizoram,Aizawl,1515285,1255669.336,Rural,Thermal,149732774.5,53,368,Satisfactory,E-Waste,Incineration,58.63826134,
Telangana,Hyderabad,1241313,856489.9604,Urban,Wind,6650834.85,43.4,109,Poor,Mixed,Incineration,21.09806671,
Andaman and Nicobar Islands,Port Blair,3880848,3640631.47,Rural,Hydro,113302322.7,74.6,236,Very Poor,Mixed,Recycling,60.18707723,
West Bengal,Howrah,5029656,3981526.097,Suburban,Wind,118793673.6,79.6,61,Moderate,E-Waste,Landfill,69.41457329,
Sikkim,Gangtok,1179860,1101977.854,Rural,Thermal,210440177.1,57.6,52,Poor,Biodegradable,Landfill,38.54572794,
West Bengal,Kolkata,512793,347557.2118,Urban,Thermal,321163184.2,45.1,108,Severe,Biodegradable,Recycling,63.24800642,
Tripura,Agartala,4155380,3315340.326,Urban,Wind,394681592.4,54.2,99,Moderate,E-Waste,Composting,60.44903807,
Assam,Silchar,3183308,2900506.889,Rural,Hydro,421073536.6,70.1,342,Very Poor,Biodegradable,Composting,29.51110616,
Madhya Pradesh,Bhopal,7241068,4958993.669,Suburban,Solar,44128260.38,86.6,251,Good,Non-Biodegradable,Composting,12.53746406,
Delhi,New Delhi,2670478,1665495.808,Rural,Mixed,405941792.3,49.3,268,Severe,Biodegradable,Landfill,40.66155647,
Madhya Pradesh,Indore,9321378,5640342.606,Suburban,Wind,35792359.82,50.6,63,Severe,E-Waste,Incineration,35.76170581,
Nagaland,Kohima,4924942,3973706.711,Rural,Wind,382260843.6,47.6,61,Good,Non-Biodegradable,Landfill,66.71958701,
Lakshadweep,Kavaratti,7313246,4553742.813,Rural,Hydro,252744340.9,52.4,311,Severe,Biodegradable,Recycling,80.07048445,
Mizoram,Lunglei,4681782,3261762.945,Suburban,Wind,161799567.1,91.2,314,Satisfactory,Biodegradable,Landfill,53.67337134,
Rajasthan,Jodhpur,9798317,6281390.869,Suburban,Wind,330373877.5,47.4,322,Satisfactory,Biodegradable,Recycling,66.55092959,
Dadra and Nagar Haveli and Daman and Diu,Diu,4550048,3396839.42,Suburban,Thermal,64851781.06,81.4,135,Severe,Biodegradable,Recycling,83.00270747,
Odisha,Bhubaneswar,5381821,3537344.692,Suburban,Mixed,229373174.8,90.9,297,Satisfactory,Biodegradable,Recycling,63.51279275,
Kerala,Thiruvananthapuram,2691757,2285414.639,Rural,Thermal,365308201.4,77.4,148,Good,E-Waste,Composting,27.50206138,
West Bengal,Darjeeling,8647199,7785309.898,Suburban,Solar,161205100.8,86.1,395,Very Poor,Mixed,Composting,36.92900282,
Karnataka,Mysuru,2747303,2340308.821,Rural,Solar,289483075,77.9,173,Very Poor,E-Waste,Incineration,88.07682246,
West Bengal,Howrah,2451976,1746608.486,Suburban,Wind,108808032.2,86.2,305,Severe,Non-Biodegradable,Recycling,18.69317183,
Puducherry,Puducherry,9129789,6076799.297,Suburban,Wind,242077680.2,72.5,170,Very Poor,E-Waste,Landfill,45.93004973,
Manipur,Churachandpur,3884934,2876465.032,Suburban,Hydro,130182495.3,43.3,159,Poor,E-Waste,Incineration,50.46291262,
Meghalaya,Shillong,6705491,5859011.261,Urban,Wind,415921110.7,93.5,343,Severe,Non-Biodegradable,Landfill,89.99955536,
Gujarat,Surat,3200361,1993549.464,Urban,Solar,108154292.9,93,326,Severe,Non-Biodegradable,Recycling,28.25927323,
Assam,Dibrugarh,2049949,1710056.645,Rural,Mixed,2344616.26,91.3,201,Severe,Non-Biodegradable,Recycling,69.00594441,
Delhi,New Delhi,873850,583585.3879,Rural,Solar,357411275.8,58.9,56,Moderate,E-Waste,Composting,15.55560607,
Kerala,Kozhikode,4612405,3499497.704,Rural,Hydro,402431922.5,59.4,282,Severe,Biodegradable,Recycling,76.15384024,
Haryana,Faridabad,2794267,2527454.413,Urban,Mixed,88039674.29,76.7,256,Poor,E-Waste,Incineration,69.86244942,
Tripura,Agartala,139277,112466.805,Suburban,Solar,424642685.9,53.8,352,Moderate,Non-Biodegradable,Landfill,53.57932149,
Puducherry,Puducherry,4858373,3938484.921,Rural,Hydro,433521080.4,78.4,45,Very Poor,Mixed,Landfill,76.08956781,
Kerala,Kozhikode,7701202,7223212.802,Rural,Solar,95293640.08,66.2,58,Satisfactory,Mixed,Recycling,87.88623934,
Rajasthan,Jodhpur,8479945,6561787.395,Suburban,Hydro,79338863.18,65.3,235,Severe,E-Waste,Landfill,61.38157102,
Uttar Pradesh,Kanpur,5675990,3946516.475,Urban,Hydro,11147405.86,63.8,94,Satisfactory,Biodegradable,Landfill,86.41974746,
Arunachal Pradesh,Itanagar,8574535,7688998.763,Rural,Hydro,334395864.9,54.6,264,Good,E-Waste,Composting,73.56343992,
Maharashtra,Mumbai,341707,255123.7565,Rural,Solar,264110240.5,47.5,244,Moderate,Biodegradable,Composting,52.46553069,
Bihar,Muzaffarpur,4685711,3257832.66,Suburban,Solar,207601902.9,46.6,180,Satisfactory,Biodegradable,Landfill,16.07250544,
Mizoram,Aizawl,7483610,4969010.814,Rural,Mixed,189230550.4,41.6,347,Satisfactory,Mixed,Composting,18.5959998,
Chhattisgarh,Raipur,2102543,1720443.219,Urban,Wind,489087548.3,87.7,315,Severe,Mixed,Composting,61.11604526,
Telangana,Hyderabad,9131993,5830941.993,Urban,Solar,76808819.81,54,229,Moderate,Mixed,Composting,78.89222176,
Gujarat,Ahmedabad,7871527,4937982.765,Suburban,Solar,85267657.18,55.7,378,Poor,Biodegradable,Incineration,39.97648447,
Tamil Nadu,Madurai,1216981,1106715.172,Suburban,Mixed,482630124.5,66,399,Severe,E-Waste,Recycling,37.90140571,
Mizoram,Aizawl,8824878,7479810.97,Rural,Mixed,61068214.73,62.5,90,Good,Biodegradable,Recycling,22.76729494,
Kerala,Thiruvananthapuram,2136602,1653858.396,Suburban,Hydro,488071953.6,70.9,99,Very Poor,Biodegradable,Recycling,12.78589323,
Karnataka,Hubballi,1127024,686110.9285,Suburban,Wind,228551083.2,89.3,396,Satisfactory,Mixed,Incineration,82.76806572,
Karnataka,Hubballi,935992,762315.3587,Rural,Solar,498566774,73.5,243,Poor,Non-Biodegradable,Landfill,79.07435267,
Lakshadweep,Kavaratti,7624198,7184220.996,Urban,Thermal,301145538.4,76.9,210,Severe,E-Waste,Composting,47.00050925,
Andaman and Nicobar Islands,Port Blair,4781045,3733982.728,Rural,Mixed,60812949.93,53.1,319,Good,Biodegradable,Composting,25.02065269,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,1373005,1193120.051,Rural,Hydro,413864390.2,93,170,Moderate,Non-Biodegradable,Landfill,11.74306658,
Uttarakhand,Haridwar,2178637,1801036.269,Urban,Solar,392423585.3,45.6,327,Severe,Biodegradable,Composting,52.06152476,
Sikkim,Namchi,527687,358833.9339,Suburban,Mixed,116381065.7,69.1,139,Poor,Biodegradable,Composting,11.81982608,
Arunachal Pradesh,Ziro,470167,385633.0224,Urban,Wind,29072784.03,41.6,66,Very Poor,Mixed,Composting,30.31780292,
Dadra and Nagar Haveli and Daman and Diu,Silvassa,6847449,4787711.678,Rural,Hydro,309630505.2,78.8,162,Moderate,Biodegradable,Landfill,33.15435599,
Chandigarh,Chandigarh,6524168,4684441.035,Suburban,Thermal,343105898.5,46,53,Very Poor,E-Waste,Recycling,45.24015614,
Gujarat,Rajkot,7784200,5676199.536,Urban,Mixed,256704553.4,90.5,290,Poor,Non-Biodegradable,Recycling,63.66076019,
Kerala,Kozhikode,370291,274215.1161,Rural,Mixed,262661615.2,83.1,367,Satisfactory,Mixed,Composting,14.96735334,
Assam,Silchar,7351860,5833633.317,Urban,Solar,438881410.8,60.4,189,Good,Mixed,Landfill,75.05222977,
Mizoram,Lunglei,3618994,2541222.972,Rural,Hydro,203182834.9,57.6,173,Moderate,Biodegradable,Composting,17.59241737,
Jammu and Kashmir,Srinagar,92212,74774.61611,Suburban,Thermal,346817509.8,89.6,89,Severe,Mixed,Incineration,11.80495282,
Haryana,Faridabad,5260735,3209432.108,Suburban,Hydro,203499312.4,83.6,231,Very Poor,Non-Biodegradable,Recycling,30.05470343,
Tamil Nadu,Madurai,4587880,2901079.615,Rural,Solar,409263264.1,40.9,151,Moderate,Mixed,Landfill,32.47882565,
Chandigarh,Chandigarh,6677642,6080106.301,Suburban,Solar,467941109,72.6,50,Very Poor,E-Waste,Landfill,19.34892456,
Manipur,Churachandpur,7697147,6143764.555,Urban,Hydro,189181323,90.7,127,Satisfactory,E-Waste,Composting,42.03989919,
Jharkhand,Jamshedpur,2341095,2040985.775,Rural,Mixed,380574012.5,53.2,281,Severe,Non-Biodegradable,Incineration,83.23943951,
Manipur,Churachandpur,6292854,5465356.711,Rural,Hydro,64251964.89,54.8,66,Poor,E-Waste,Composting,70.23157156,
Chandigarh,Chandigarh,4655392,2824539.813,Urban,Thermal,319259287.4,42.7,151,Good,E-Waste,Composting,50.66170075,
Uttar Pradesh,Lucknow,4647398,4412612.821,Rural,Wind,140797312,64.2,206,Poor,Biodegradable,Landfill,42.74177525,
Maharashtra,Nagpur,2765320,2258490.226,Rural,Wind,377560089.8,42.3,291,Satisfactory,Mixed,Recycling,28.46539975,
Assam,Dibrugarh,8216146,6046841.222,Rural,Solar,449478700.3,72.9,221,Moderate,Biodegradable,Composting,15.36393431,
Dadra and Nagar Haveli and Daman and Diu,Daman,4040244,3079396.08,Rural,Thermal,480709813.1,94.3,153,Satisfactory,Mixed,Composting,38.68269964,
Uttar Pradesh,Varanasi,6772373,6014080.325,Suburban,Thermal,405099841,88.4,326,Poor,E-Waste,Incineration,20.93108547,
Maharashtra,Nagpur,3801446,3605325.208,Urban,Hydro,131688167.4,45.2,92,Very Poor,E-Waste,Recycling,74.35566583,
Delhi,New Delhi,8699347,5513349.734,Rural,Mixed,457587751.9,41.3,292,Satisfactory,Biodegradable,Incineration,15.12767521,
Maharashtra,Nashik,4921387,4275173.048,Urban,Wind,428818087.2,91.9,382,Severe,Biodegradable,Composting,26.03644489,
Jharkhand,Jamshedpur,9360536,8516566.916,Rural,Thermal,8539380.63,77,223,Good,E-Waste,Landfill,11.18923107,
Himachal Pradesh,Shimla,5382200,3447796.972,Urban,Thermal,76769690.1,61.3,149,Good,Mixed,Incineration,64.0543997,
Nagaland,Kohima,5335253,3807950.067,Rural,Thermal,240092885.6,87.8,135,Severe,Non-Biodegradable,Recycling,85.77940969,
Dadra and Nagar Haveli and Daman and Diu,Daman,7589999,5257742.597,Urban,Hydro,191070484.8,86.9,392,Poor,Mixed,Recycling,79.48992027,
Dadra and Nagar Haveli and Daman and Diu,Daman,754077,565050.1352,Suburban,Wind,23410423.17,40.1,287,Satisfactory,Biodegradable,Landfill,81.20352408,
Kerala,Kozhikode,554167,466273.0223,Rural,Thermal,114820534.5,61.7,129,Moderate,E-Waste,Landfill,73.692502,
Assam,Dibrugarh,3797128,3569348.575,Suburban,Wind,433082823.2,58.5,266,Poor,E-Waste,Composting,68.44259162,
Nagaland,Dimapur,1615541,1236454.772,Rural,Solar,21006740.27,44.4,169,Good,Non-Biodegradable,Landfill,34.19823131,
Gujarat,Surat,9737650,6131595.125,Rural,Mixed,96205023.02,90.2,383,Good,Mixed,Landfill,39.9217209,
Delhi,New Delhi,1792234,1308012.345,Urban,Mixed,447080933.7,49.3,45,Moderate,Biodegradable,Landfill,25.60355512,
Andhra Pradesh,Visakhapatnam,3331801,2353919.753,Rural,Mixed,197619728.9,60,357,Poor,Biodegradable,Incineration,41.23536091,
Delhi,New Delhi,1160409,931629.3765,Rural,Solar,385470496.5,86.7,305,Poor,Biodegradable,Landfill,80.12666299,
Madhya Pradesh,Bhopal,7701007,5140483.161,Urban,Hydro,131502965.3,46.4,95,Moderate,Mixed,Composting,42.28272677,
Andaman and Nicobar Islands,Port Blair,3066146,2348116.222,Suburban,Wind,103677617.7,79.4,236,Very Poor,Non-Biodegradable,Incineration,11.47588176,
Assam,Guwahati,8192971,6020701.405,Urban,Wind,305431882.9,59,122,Poor,Mixed,Incineration,59.89088877,
Andaman and Nicobar Islands,Port Blair,6905436,5935399.3,Rural,Thermal,418861959.9,76.9,72,Severe,Non-Biodegradable,Incineration,35.35631767,
Puducherry,Puducherry,5612355,4571110.183,Urban,Mixed,42759002.66,42.3,255,Satisfactory,Biodegradable,Composting,81.89688746,
Manipur,Churachandpur,4606777,2830811.585,Rural,Solar,190621770,94,56,Severe,E-Waste,Recycling,83.23371994,
Rajasthan,Udaipur,1343417,880840.37,Suburban,Solar,46207813.86,93.7,293,Very Poor,Biodegradable,Incineration,82.3379892,
Odisha,Rourkela,7955622,6302924.509,Rural,Thermal,144982048.6,68.4,146,Severe,Non-Biodegradable,Recycling,37.05739432,
West Bengal,Kolkata,9193633,5535208.605,Suburban,Thermal,423126003.4,61.4,179,Satisfactory,E-Waste,Landfill,33.97888375,
Bihar,Muzaffarpur,1596924,1316812.689,Rural,Mixed,143766374.9,84.3,317,Very Poor,Biodegradable,Incineration,21.91933623,
Madhya Pradesh,Gwalior,1319076,1083701.771,Rural,Wind,300520877.9,90.5,99,Severe,E-Waste,Landfill,78.43401807,
Manipur,Churachandpur,4960742,3238515.45,Urban,Thermal,490603736.2,61.7,154,Severe,Non-Biodegradable,Incineration,15.61080348,
Jammu and Kashmir,Srinagar,5337532,4542443.225,Suburban,Solar,39417832.45,52.2,298,Moderate,E-Waste,Composting,86.48332119,
Assam,Silchar,6291753,5584368.935,Urban,Wind,218669459.1,91.5,337,Severe,Biodegradable,Recycling,83.60762337,
Chandigarh,Chandigarh,7986259,7362988.268,Suburban,Hydro,400886373.1,74,220,Good,E-Waste,Incineration,53.71034233,
Punjab,Amritsar,178809,134861.8644,Urban,Mixed,450454787.2,89.2,252,Moderate,Mixed,Landfill,38.46524163,
Arunachal Pradesh,Itanagar,9574108,7080428.468,Suburban,Mixed,385709230.2,77.3,71,Poor,Biodegradable,Recycling,25.6178197,
Tripura,Agartala,6039317,4408993.421,Urban,Mixed,325021186.4,49.3,319,Very Poor,Non-Biodegradable,Recycling,52.0915139,
Karnataka,Mysuru,4100465,3338693.675,Suburban,Hydro,286928180.6,63.6,358,Poor,Non-Biodegradable,Recycling,85.87899027,
Andhra Pradesh,Kurnool,4464662,2859949.008,Suburban,Thermal,361877976.8,89.2,161,Satisfactory,E-Waste,Landfill,63.56077596,
Jharkhand,Dhanbad,997448,679052.7409,Urban,Wind,179025853.9,68.4,290,Severe,E-Waste,Recycling,29.08330518,
Mizoram,Lunglei,7260968,5511152.683,Rural,Solar,301507958.1,56.3,62,Good,Biodegradable,Recycling,73.99569106,
Chandigarh,Chandigarh,6897469,5395956.265,Rural,Hydro,327244552.6,72.1,202,Severe,E-Waste,Landfill,49.41711002,
Puducherry,Puducherry,3045190,2844335.331,Urban,Wind,371336599.3,91.5,178,Severe,E-Waste,Landfill,59.80048105,
Odisha,Cuttack,401184,247288.516,Rural,Wind,66346112.65,75.9,362,Poor,Non-Biodegradable,Landfill,11.65203395,
Lakshadweep,Kavaratti,5099277,3438295.894,Suburban,Solar,44919132.93,70.3,356,Severe,Mixed,Landfill,81.28710718,
Jammu and Kashmir,Srinagar,5899670,4891962.463,Urban,Wind,393683178,69,120,Good,Non-Biodegradable,Landfill,30.90726868,
Kerala,Thiruvananthapuram,8748521,7776221.615,Rural,Hydro,335987428.2,52.1,187,Satisfactory,Mixed,Composting,40.68590003,
Mizoram,Lunglei,5008880,4491259.479,Rural,Mixed,355834511.7,83.3,311,Satisfactory,Mixed,Composting,50.9986798,
Goa,South Goa,6789403,5569203.689,Rural,Thermal,187776556.6,45.3,310,Severe,Non-Biodegradable,Incineration,68.41836019,
Madhya Pradesh,Indore,3613400,2545791.778,Rural,Wind,410211533.9,71.6,130,Good,Biodegradable,Landfill,28.38127398,
Sikkim,Gangtok,4842916,4123747.901,Rural,Solar,52605109.69,65.7,280,Poor,Non-Biodegradable,Recycling,55.94611871,
Karnataka,Hubballi,2527001,2144192.358,Suburban,Mixed,172696218.3,75.6,138,Moderate,Mixed,Landfill,64.99509691,
Gujarat,Surat,5810393,4098022.774,Suburban,Thermal,240765815.1,40.1,164,Moderate,E-Waste,Incineration,67.74415422,
Rajasthan,Udaipur,2729775,2293872.809,Suburban,Solar,148551448.7,52.8,189,Severe,Mixed,Landfill,40.06507631,
Andhra Pradesh,Guntur,9869904,9150098.563,Rural,Solar,341936501.5,61.3,208,Satisfactory,Biodegradable,Landfill,41.42908368,
Chandigarh,Chandigarh,422783,275886.6499,Suburban,Mixed,394430659,87.8,156,Poor,E-Waste,Incineration,68.35887813,
Odisha,Rourkela,6456645,5292910.205,Suburban,Mixed,216681240.2,72.9,43,Very Poor,Biodegradable,Recycling,54.98475248,
Andaman and Nicobar Islands,Port Blair,9824802,6846905.347,Suburban,Mixed,150288877.3,51.9,50,Very Poor,Non-Biodegradable,Incineration,39.7580995,
Puducherry,Puducherry,7160964,5600963.092,Rural,Hydro,59093652.72,71.8,197,Very Poor,Mixed,Incineration,77.26335672,
