state,population,peak_demand_MW,annual_generation_GWh,total_installed_capacity_MW,coal_MW,gas_MW,hydro_MW,nuclear_MW,solar_utility_MW,solar_rooftop_MW,wind_MW,biomass_MW,other_renewables_MW,renewables_share_percent,CO2_emissions_MtCO2,TnD_losses_percent,storage_capacity_MWh,pumped_hydro_MW_MWh,battery_storage_MW_MWh,microgrid_projects_count,stranded_renewable_capacity_MW,avg_retail_tariff_INR_per_kWh,domestic_tariff_INR_per_kWh,industrial_tariff_INR_per_kWh,commercial_tariff_INR_per_kWh,major_DISCOMs,RPO_target_percent,recent_policies_notes,major_projects_under_construction,grid_constraints_notes,resource_score_solar,resource_score_wind,notes,year,CO2_per_MWh,renewables_to_demand_ratio
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,3751.37140805898,1040.9164469778648,5894.1391737712265,1692.6132248902554,486.2587018564673,56.11114704194952,206.78625176943765,18.46298711427181,292.2113771435674,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2023,0.0028087562382091993,0.7983902130730942
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3421.797383486182,261.96557909226107,2639.4129196533477,280.73245005615786,803.8910169767522,19.164587999482173,321.73725241957976,18.089836850623573,329.94108966652664,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2023,0.0019183570486812733,0.2597918305384716
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,9180.773787245758,2968.608455929722,2285.8794811268863,2747.0472332187846,1252.962082702901,37.10459956660495,1019.2580876095266,20.3167021740112,1363.6948309873421,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2023,0.01030427926330954,1.4912609753099422
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,3834.764727032404,823.3113874550937,2338.7450800149213,1562.284615479122,552.1088655606984,52.33046037844376,335.03006102691575,18.25052234987664,488.154791503373,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2023,0.00841678334447722,0.22095427653100502
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,9596.889822410973,1473.1985256786568,5609.006952554267,1840.564618839463,1563.8663732287716,13.388792466933204,908.1333477772409,21.916545749556537,465.70114175840035,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2023,0.00717591323617173,10.649603173940978
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,7638.888386825516,2110.9663422935787,4635.703051397332,1876.7673726561877,938.0984366546344,30.46612087800972,243.31555990874588,10.012110729877689,733.0251512920097,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2023,0.004627706643629386,0.36025620064182484
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,198.8471069917837,30.903875960940834,329.6093821335151,157.35316002188094,25.303442652064028,40.01431816875732,43.22891362204228,24.513753874249687,23.081335316054666,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2023,0.00031811695946752725,0.09365131649132635
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3518.53529470906,1146.9956653526322,4570.56366178112,1023.6020901237613,524.3490626581103,36.52726691399526,450.71476194995944,20.51311830120101,296.67818155973475,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2023,0.0034011331352482243,3.5748072167130913
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1773.14253364821,2094.88354300287,3038.7743439557835,1137.6175926213107,550.1805495133433,39.34121465610552,298.2295337755918,13.944559474458156,517.5210639620475,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2023,0.007903260468413721,0.3070857387856228
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,10204.199131949968,1111.6048519377323,4542.454894033153,1769.2275071052086,1705.7526330804492,30.070860008345427,612.324999995218,11.844073720100624,850.3101495937503,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2023,0.003067161225989,1.2035700112676542
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,5781.822093594886,1824.2632372259873,1840.5653584873096,3214.1694356910725,606.0338837185793,18.95003258694117,424.1780234892001,20.219576677026456,1461.715990928512,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2023,0.0059009504818830615,0.3460658774087537
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1254.6552897193903,514.2638861757024,2999.5964082460328,1613.286247698295,755.9367112676489,52.84060445306814,459.4138373857031,19.947846774524177,505.7359302471062,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2023,0.0024377647812800964,0.13940152537875536
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,644.8845817963075,1072.238819255815,1171.5310475508438,986.4880167860937,290.9230392056002,25.670561510000407,138.59763814342207,23.8451771525548,331.38774091451387,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2023,0.008784233625517942,0.19142177758294113
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,1146.296533791877,319.69256152927966,696.0998292820381,365.4949101166996,110.05903535223683,57.72884599172064,110.97290529405517,18.188609683741465,66.0797894344193,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2023,0.0007299936540436075,0.08485811571610469
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,6346.618420011986,1116.4646957349867,3068.985470277511,890.8158693375657,1103.2702010032936,55.37110641016928,658.5209731977216,12.04298197670826,729.4497684188578,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2023,1.0321645347926671,0.6747524635455167
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,8992.24352215149,3132.408362147608,1417.565394166721,2141.5148827397184,1195.3027657925927,21.10390509645507,526.8955508324641,11.167451832631858,718.4988353067589,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2023,0.005908888088286017,2.0622921973971775
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,6800.5987598630445,572.1480265062853,4022.5731319746346,1728.8940620015028,1445.3930877511589,53.360912834372215,538.89940058488,14.650871902717938,502.9687913387541,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2023,0.02837507374604465,0.9059304190201882
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,3348.14930795503,1081.04599260134,878.5571811013992,269.2612321921838,201.66702294378217,15.59101114435227,353.7543741451794,12.283102528123583,435.3305237899173,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2023,0.11617549233010817,0.1579085371156338
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,4543.769763644359,1611.9824766367833,3097.5823957122043,1908.3531441872474,1465.401524258973,12.015495489240449,550.0049707573675,21.20553227823871,982.3644668136728,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2023,0.005911044641496958,0.7048745045898702
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,7343.3683238832355,1676.6798326956512,3761.3279722460093,2200.7965583514165,858.4957445862589,32.91912102817113,1230.3535324285074,18.26884795636358,1131.2296542802499,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2023,0.017745568956031146,1.0915972813971813
Delhi,7000000,13191,118962,30027,17773.94808080767,3275.1613006561643,2978.402971681269,694.5731162445611,2936.172612990672,2464.84619966144,5646.376611455916,1252.5449640789634,1274.3983023459125,44.72226385714697,383.4421554861917,18.36049579033053,605.3550525135918,294.1899131836958,372.1444268201113,14,425,8.39,7.69,9.65,7.7,DISCOM-4,12.126669493540945,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,5.6,Notes placeholder,2023,0.003223232254721606,0.9324494267445221
Jammu & Kashmir,149000000,28193,14170,47120,25991.3119806312,9097.52890920509,7140.8525765008535,3100.3541580280594,4433.182103107297,3856.355648844101,3225.275794004922,3451.337710858647,989.3942662464996,58.77008971816032,620.4757400234461,19.703124532365024,1476.5832074576485,798.9457038215977,976.2230921568254,18,341,6.91,7.39,7.67,7.66,DISCOM-1,11.725110378451935,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,6.3,Notes placeholder,2023,0.043787984475895984,0.5308463539465458
Ladakh,136000000,12703,70933,30190,13439.698230084708,5256.193399242105,2967.213785129123,1261.6263363384828,2958.210450139332,2184.2312530054355,3647.3345011171386,2279.9035832288755,774.6937609066591,41.02499250032756,668.8770555222504,19.209666010920028,669.7788477765639,391.79177438027534,552.1082650409373,93,425,5.21,4.99,4.79,6.2,DISCOM-5,11.479776250106331,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.1,8.9,Notes placeholder,2023,0.009429702050135345,0.8714224818933152
Chandigarh,24000000,12742,148973,3495,1240.9476348469284,301.38875016796834,386.6180153984091,188.1792838385128,773.451165037775,34.446058812787314,336.9591295836786,212.22811637183605,64.6384728804719,47.39919104703805,35.64798655730851,21.2887748586176,49.096242702163494,21.87425054386185,20.837214394487315,62,333,7.54,7.26,6.43,8.97,DISCOM-1,12.894391434792118,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.1,3.7,Notes placeholder,2023,0.00023929159349216645,0.10650482418820255
Puducherry,30000000,45012,181658,41672,18720.20086218788,6579.305991909008,2705.804023900697,448.202223131033,8664.490773781781,2010.8407814962957,2082.3468772433794,2053.7919330250375,807.0668599995367,24.86916838001172,1164.265597226114,19.13932883113253,1418.0443413953465,694.7271518955648,1154.7473319578116,77,513,5.57,5.39,4.86,6.43,DISCOM-4,11.57199629416339,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.3,Notes placeholder,2023,0.006409107208194047,0.32905603762433333
Andaman & Nicobar Islands,109000000,48820,177414,39638,24208.067993596804,6374.909124562683,3347.3667332207656,2198.486475681036,6964.001072711233,2162.4434754953236,2757.735171923927,2610.7077290019406,503.1749552013432,13.26507623798803,1134.5600849989137,17.078341321663576,1166.0754546484316,426.9870644936573,710.1705346494712,81,984,8.11,8.39,7.52,7.39,DISCOM-3,13.157511099542958,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,4.9,Notes placeholder,2023,0.006394986218668841,0.29690469990029544
Lakshadweep,112000000,8328,46454,4995,2416.779583552175,875.8353999283544,776.2512658117107,222.1489069469561,543.4705028932033,60.32413575267247,268.1024282616111,405.52897403120136,101.77560822856182,56.891500307135495,65.27505363692721,20.152729343460628,43.883775669958226,25.258403005630853,36.32415478761248,92,71,5.84,5.26,6.42,5.98,DISCOM-2,14.141820906151017,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.8,Notes placeholder,2023,0.0014051546397926382,0.1533892940608415
Andhra Pradesh,111000000,41761,144986,47678,32650.17571113491,8691.828834619275,4641.835797166749,3489.496424092952,6812.034414806023,2132.150517512401,3088.599487433682,855.3545787042947,919.4405826843108,12.10207431513345,842.0713432397647,23.33146863888829,1357.1192585355686,686.6404417148617,713.8742824821653,85,784,7.09,7.69,7.96,7.57,DISCOM-3,15.268163195105704,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,8.4,Notes placeholder,2024,0.005807949341589979,0.3086166279173488
Arunachal Pradesh,147000000,48788,92079,7212,3556.0585390750125,774.6694951271061,650.125339870969,214.39608995742145,1515.7221836647882,226.20902766954725,969.1454189866099,101.75025282121833,201.9822834186841,53.15705662932418,181.39778101379724,16.980783099236817,78.03456881066344,26.44779134892414,28.414049492194167,91,352,8.18,7.51,7.7,7.94,DISCOM-5,17.119727939654062,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.5,4.4,Notes placeholder,2024,0.0019700233605251713,0.05765407237726826
Assam,35000000,2674,62256,46849,32223.597935464728,5000.813478088994,8743.676227509646,822.4548231572181,7380.520122216587,4145.153445702592,7709.239869666107,1449.557816897492,788.9884894020269,44.30718209890976,517.3680474131447,15.753026640808937,1237.6604916989945,685.0489344723821,500.17799984318657,100,848,5.02,4.72,5.45,5.02,DISCOM-3,10.193110024505271,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,7.4,Notes placeholder,2024,0.008310332295893483,7.735404358445317
Bihar,122000000,25764,15341,3472,2069.9944017292974,418.5324749307716,346.4431967656589,176.81848478631647,782.3678170618205,303.0439099655917,268.04906265383187,132.51370883997205,153.14260709510833,48.32954082991021,66.38335512555581,10.492256033882462,72.46736283370294,39.6570043382084,36.689733063562464,23,163,7.93,8.35,7.84,8.83,DISCOM-4,12.061546164078354,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,7.6,Notes placeholder,2024,0.004327185654491611,0.05767638947838907
Chhattisgarh,20000000,3675,7406,18997,12490.338826664713,2474.162174377255,1427.9560559634904,1496.8999197922296,2157.442596012298,1161.9622091857107,3969.358046023239,1351.490817693338,854.4610719892556,22.40900604870445,243.25795697123905,17.070037823002377,357.86664501690205,193.42166705456413,177.9564756771725,68,258,7.19,6.82,7.78,7.33,DISCOM-3,14.945724992541228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.7,Notes placeholder,2024,0.03284606494345653,2.3510894337182546
Goa,85000000,32694,109861,28689,8698.905250111797,4553.026196997612,3509.4403991727154,1810.083497094617,3371.204668291055,287.5097215721427,1805.4334143168114,1694.8874735189058,346.999727241064,38.96522430834915,262.03364536309385,24.226137687120804,1091.1255711547105,802.9523165138687,381.0689801837295,10,787,6.61,6.65,7.53,6.06,DISCOM-2,10.941425137644472,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.9,6.5,Notes placeholder,2024,0.0023851379958592573,0.21897092058784226
Gujarat,120000000,49014,7796,37153,15140.858567146524,2662.619624168205,7407.442248360026,3590.687951807064,9283.973051634517,3460.3492401040007,6202.524103821262,960.7491930505107,766.9419747559165,24.039800977973687,733.5729442869041,11.772133050787255,382.0923052720796,246.3037722351182,214.3451028090427,92,573,6.98,6.42,7.01,6.79,DISCOM-4,14.490825420024692,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.9,4.6,Notes placeholder,2024,0.09409606776384095,0.40616141487351143
Haryana,79000000,3370,52631,27846,17329.106491618968,4295.453058675108,2121.2657318993524,1870.138946935813,5440.109907801751,1091.8339475102807,1509.902040035557,1138.637539755336,1212.7782339985265,36.6801047932271,811.6181724715273,16.4880581505359,560.3940173121734,286.3555483984314,344.96840943297315,75,97,6.5,6.51,5.8,6.0,DISCOM-2,15.372708265674504,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.1,4.0,Notes placeholder,2024,0.015420914907022996,2.7241790608614025
Himachal Pradesh,68000000,15505,73622,27270,15188.2714042353,1591.5936294771432,4893.982087325254,989.284383063904,3959.7809307289226,1098.745138476635,6150.406094369975,1746.6327958973911,486.2587018564673,56.11114704194952,211.09429868130093,18.46298711427181,320.0410321096215,146.12721632199984,203.8700849511309,59,578,8.62,9.47,8.63,10.17,DISCOM-5,14.978622864178918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.2,7.6,Notes placeholder,2024,0.0028672719931718904,0.8355733608173443
Jharkhand,130000000,25420,167715,19482,11452.09955319425,1403.835743470588,2400.6405367629573,608.9829512407271,3611.8972381243025,276.5192223751644,2754.1700031165365,289.6919963345459,803.8910169767522,19.164587999482173,328.4401118449877,18.089836850623573,361.36405058714826,237.35976841947544,186.1076417939951,64,572,5.27,4.81,5.97,4.75,DISCOM-1,16.540345255438393,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.3,4.1,Notes placeholder,2024,0.0019583228205288,0.2727096168351908
Karnataka,125000000,11522,98916,40497,14665.30632862524,2560.2788646051845,7394.542014278887,985.288497792352,9690.816775426076,3133.5311479258175,2385.2655455237073,2834.7189534278946,1252.962082702901,37.10459956660495,1040.4926311013917,20.3167021740112,1493.5705291766128,661.0032270433657,886.5357765767452,26,221,6.9,7.03,6.99,6.38,DISCOM-4,13.380154577072014,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.0,6.8,Notes placeholder,2024,0.010518951747961823,1.5660764122811572
Kerala,123000000,38737,39805,21545,10215.226345026116,3856.395873374845,3214.7375538270844,1220.185610894372,4047.8072118675377,869.0509089803766,2440.429648711222,1612.1447627816472,552.1088655606984,52.33046037844376,342.00985396497646,18.25052234987664,534.6457240275039,389.4610547405412,202.53181296351585,10,137,6.55,6.65,6.39,6.64,DISCOM-4,17.359601761069644,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.9,5.5,Notes placeholder,2024,0.008592132997487161,0.23154690689368776
Madhya Pradesh,10000000,1739,126553,43249,14505.953522779597,5558.901339007415,2648.702433279841,2535.18802699728,10130.05036810047,1555.0428882163596,5852.876820056626,1899.306042844978,1563.8663732287716,13.388792466933204,927.0527925226002,21.916545749556537,510.0536314496766,304.0297483576132,248.21113543625663,29,75,7.51,6.91,7.92,7.78,DISCOM-2,12.73275692245413,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.4,Notes placeholder,2024,0.007325411428591975,11.177272063955396
Maharashtra,143000000,45141,52578,28816,17992.04633967558,3487.6225173920225,1452.8315940287084,1005.6667352053422,8063.271074982488,2228.242250198777,4837.255357979825,1936.6642036984065,938.0984366546344,30.46612087800972,248.38463407351142,10.012110729877689,802.8370704626773,484.6614018656897,404.95595038169125,56,15,6.16,6.53,6.51,5.86,DISCOM-4,13.271943341318808,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.7,8.4,Notes placeholder,2024,0.0047241171987049985,0.37804729374314916
Manipur,60000000,7653,135890,1884,1175.4470406228074,374.7318793400848,102.23300323961476,117.80050630899092,209.8941684913272,32.620757958770874,343.9402248349723,162.3750693842814,25.303442652064028,40.01431816875732,44.129515989168155,24.513753874249687,25.279557727107495,9.720359358585918,15.722331326187968,55,854,5.44,5.26,6.1,5.5,DISCOM-4,15.40198845885181,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,9.0,7.2,Notes placeholder,2024,0.0003247443961231007,0.09784793161758157
Meghalaya,78000000,2870,132519,22015,10493.905624927658,3793.995469992498,4292.750814827672,2065.930877084349,3714.009477748452,1210.7176467611116,4769.283820988994,1056.2702419362217,524.3490626581103,36.52726691399526,460.1046528239169,20.51311830120101,324.9332464701857,174.7078634069873,115.39420059566058,88,659,8.64,8.94,8.71,9.89,DISCOM-4,13.038713828520422,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.3,4.4,Notes placeholder,2024,0.0034719900755658954,3.745742574019087
Mizoram,85000000,26196,37735,24513,9951.058006975314,3564.7182543238264,2460.346125028253,1293.7094923466857,1871.6504521842214,2211.2659620585846,3170.8949676060347,1173.9245370666715,550.1805495133433,39.34121465610552,304.44264906258326,13.944559474458156,566.8087843393854,285.10933516570657,296.3605471387798,32,586,8.58,7.72,9.53,8.78,DISCOM-2,14.275921872786672,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.8,6.9,Notes placeholder,2024,0.00806791172817234,0.32171842719940114
Nagaland,147000000,14646,199639,38039,16947.989334094826,2413.0780062795866,5250.687535095617,2061.841904446488,10771.099083724966,1173.360677045384,4739.95293290416,1825.692214778779,1705.7526330804492,30.070860008345427,625.0817708284517,11.844073720100624,931.292068602679,619.3524125476621,457.89970465541415,59,447,6.9,6.52,7.37,8.06,DISCOM-3,15.955030952178454,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.5,4.0,Notes placeholder,2024,0.0031310604181971043,1.2638334636387605
Odisha,126000000,36585,71883,36664,13076.080330586648,2204.701472771685,2460.1279257098868,1806.164753979734,6103.034432127934,1925.6111948496532,1920.5899392911053,3316.7493112982343,606.0338837185793,18.95003258694117,433.0150656452251,20.219576677026456,1600.9270376836084,558.1370308167494,990.3533612415118,71,760,8.62,9.07,9.73,10.03,DISCOM-1,14.901392175473228,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.6,7.5,Notes placeholder,2024,0.006023886950255625,0.36260721272562324
Punjab,66000000,45780,188457,23647,15138.87554580837,3076.206425142173,1737.1247537871654,1146.7293257438305,1324.3583613704675,542.8341020743525,3130.0136433871644,1664.7741066673896,755.9367112676489,52.84060445306814,468.98495899790527,19.947846774524177,553.9012569373068,283.3008031044923,357.336037596761,91,165,5.61,5.92,5.24,5.28,DISCOM-3,13.443991795818947,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,7.9,8.2,Notes placeholder,2024,0.002488551547556765,0.1455216298274219
Rajasthan,60000000,20244,15778,13743,4723.154490502305,1328.8040978591605,1798.723565162855,173.47031875246995,680.7115030072134,1131.8076425478048,1222.4671800530543,1017.9716768962883,290.9230392056002,25.670561510000407,141.4850889380767,23.8451771525548,362.9484781444676,252.0340993508873,261.8842657187018,63,811,7.23,6.85,8.27,6.78,DISCOM-1,11.47258446690811,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.2,7.8,Notes placeholder,2024,0.008967238492716231,0.20020539431458015
Sikkim,112000000,29786,152019,4680,1643.3785071701843,709.6596753559721,289.9440406766103,152.13205788868524,1209.9796745580923,337.45325939201734,726.3650392508223,377.15964129063684,110.05903535223683,57.72884599172064,113.28484082101465,18.188609683741465,72.3731027138878,26.879195246231127,29.134342853363016,26,943,6.82,6.68,7.31,6.43,DISCOM-1,16.191316774642793,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.7,5.8,Notes placeholder,2024,0.0007452018551695161,0.08900012134867281
Tamil Nadu,6000000,16929,638,25349,16569.838624491862,1497.0497497119068,4336.567645860849,695.7079823819261,6699.2083322348735,1178.490512164708,3202.4196211591416,919.2461630398284,1103.2702010032936,55.37110641016928,672.2401601393408,12.04298197670826,798.9211749349396,387.3067195097037,588.3609423500274,87,858,7.88,8.62,7.02,9.08,DISCOM-4,11.974276371638904,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.4,4.0,Notes placeholder,2024,1.0536679626008476,0.7088052825682882
Telangana,26000000,7605,89170,40714,17948.084880745202,5010.346429714905,4950.799163172136,992.0241382189284,9491.812606715459,3306.431048933586,1479.1986721739697,2209.861102401624,1195.3027657925927,21.10390509645507,537.8725414748071,11.167451832631858,786.9272958121645,552.9580226329085,323.79740889816594,24,600,5.75,6.24,5.36,5.34,DISCOM-4,15.750694907724949,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.7,3.6,Notes placeholder,2024,0.006031989923458642,2.167955743619282
Tripura,150000000,14487,18992,36559,23021.98697719258,5517.051993498032,2031.1630093223944,3521.736958743664,7178.409802077657,603.9340279788566,4197.467615973532,1784.0715320653806,1445.3930877511589,53.360912834372215,550.1264714303984,14.650871902717938,550.8705809900641,202.78038668778024,346.00887626038343,27,898,7.76,7.53,7.34,8.14,DISCOM-3,10.671433072665549,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.6,7.5,Notes placeholder,2024,0.028966221115753917,0.9500851092769673
Uttar Pradesh,88000000,35318,3045,14076,7639.677585365459,1593.1756342378458,1933.2910982342407,368.5819108299392,3534.1576028414206,1141.1041033014144,916.7553194101557,277.8546757727854,201.66702294378217,15.59101114435227,361.12425693987063,12.283102528123583,476.7905736746714,333.1047337230173,187.09950897748985,97,910,8.99,8.55,9.82,10.72,DISCOM-1,15.63129444739918,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,4.3,8.0,Notes placeholder,2024,0.11859581508698543,0.1662005691524372
Uttarakhand,82000000,15835,93047,30876,21435.652715829856,1970.7818628394025,3034.158067694519,1005.4688105589684,4796.201417180157,1701.5370586721601,3232.259891177952,1969.2580317676914,1465.401524258973,12.015495489240449,561.463407648146,21.20553227823871,1075.9229874625942,554.534221232057,474.1998819489597,25,573,5.45,5.96,5.8,6.4,DISCOM-2,16.947328676050276,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,5.8,8.0,Notes placeholder,2024,0.006034191404861479,0.7388226333310994
West Bengal,96000000,13725,69333,45354,14112.215075352186,4224.898152479918,4474.471444314327,2204.750668851126,7751.333230765637,1769.828712289854,3924.863971039314,2271.0347463839084,858.4957445862589,32.91912102817113,1255.9858976874348,18.26884795636358,1238.96581183075,432.68614334918345,942.623801692407,91,396,8.3,8.69,8.49,8.94,DISCOM-1,16.827589667424284,Policy notes placeholder,Projects placeholder,Grid constraints placeholder,6.4,6.6,Notes placeholder,2024,0.018115268309281795,1.145141031728868
